Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID6100,461116,454076,-1.069615,53.979157,3,2,1,04/12/2017
ACCID6101,457508,450629,-1.12527,53.948594,3,2,1,24/11/2017
ACCID6102,459639,452668,-1.092408,53.966677,3,2,1,05/12/2017
ACCID6103,458730,453996,-1.106007,53.978715,3,2,1,28/11/2017
ACCID6104,458889,451019,-1.104156,53.951944,3,2,1,07/12/2017
ACCID6105,461519,452562,-1.063776,53.965504,3,2,1,08/12/2017
ACCID6106,456038,453328,-1.14717,53.973009,3,1,1,08/12/2017
ACCID6107,461804,447372,-1.060479,53.918831,3,3,2,08/12/2017
ACCID6108,461273,451344,-1.067769,53.954588,3,2,2,08/12/2017
ACCID6109,461171,452376,-1.069117,53.963874,3,2,1,08/12/2017
ACCID6110,459160,453275,-1.099591,53.972186,3,2,1,08/12/2017
ACCID6111,460678,451239,-1.076856,53.953714,3,1,1,12/12/2017
ACCID6112,458100,452193,-1.115954,53.962583,3,2,1,07/12/2017
ACCID6113,463594,451291,-1.032416,53.953832,2,2,1,13/12/2017
ACCID6114,460669,451491,-1.076943,53.95598,3,1,1,14/12/2017
ACCID6115,459314,453644,-1.097172,53.975485,3,2,1,12/12/2017
ACCID6116,461884,456498,-1.057415,54.000831,3,1,1,15/12/2017
ACCID6117,462646,451452,-1.046827,53.955395,2,1,1,15/12/2017
ACCID6118,459073,455661,-1.100455,53.993638,3,3,2,15/12/2017
ACCID6119,459754,452565,-1.090675,53.965738,3,2,1,14/12/2017
ACCID6120,460916,452706,-1.072937,53.96687,3,2,1,17/12/2017
ACCID6121,460784,456464,-1.074201,54.000656,3,2,1,18/12/2017
ACCID6122,461791,454768,-1.059184,53.985296,2,2,1,26/10/2017
ACCID6123,463782,451247,-1.029561,53.953414,3,2,1,21/12/2017
ACCID6124,460371,451820,-1.081419,53.958971,3,1,1,22/12/2017
ACCID6125,462621,454796,-1.046523,53.985448,3,2,2,22/12/2017
ACCID6126,457703,452177,-1.122007,53.962483,3,2,1,18/12/2017
ACCID6127,465713,445757,-1.001317,53.903839,3,2,2,24/12/2017
ACCID6128,460101,452151,-1.085468,53.961977,3,3,1,27/12/2017
ACCID6129,461825,451307,-1.059366,53.95419,3,1,1,21/12/2017
ACCID6130,460833,452472,-1.074249,53.964777,2,2,1,28/12/2017
ACCID6131,465149,454492,-1.008042,53.982404,3,1,1,29/12/2017
ACCID6132,459311,453053,-1.097332,53.970174,3,2,1,31/12/2017
ACCID6133,460468,452068,-1.079892,53.961189,3,1,1,28/12/2017
ACCID6134,460250,452522,-1.083124,53.965294,3,1,1,02/01/2018
ACCID6135,460561,450285,-1.078827,53.945155,3,2,1,02/01/2018
ACCID6136,460127,451626,-1.085175,53.957256,3,2,1,05/01/2018
ACCID6137,466819,458317,-0.981743,54.016563,3,5,5,04/01/2018
ACCID6138,462710,451287,-1.045886,53.953904,3,2,1,05/01/2018
ACCID6139,461950,451989,-1.057323,53.960304,3,1,1,07/01/2018
ACCID6140,458686,455518,-1.106385,53.992397,3,2,2,02/01/2018
ACCID6141,460594,453228,-1.077741,53.971598,2,1,1,10/01/2018
ACCID6142,457313,450937,-1.128183,53.951383,3,2,1,07/01/2018
ACCID6143,461025,455776,-1.070663,53.994445,3,2,1,11/01/2018
ACCID6144,460607,453321,-1.077525,53.972433,3,2,1,11/01/2018
ACCID6145,460137,450962,-1.085153,53.951288,3,2,1,12/01/2018
ACCID6146,457587,454903,-1.123261,53.986994,3,2,1,13/01/2018
ACCID6147,456784,454067,-1.135661,53.979569,3,2,2,15/01/2018
ACCID6148,461868,444460,-1.060092,53.892654,2,1,1,17/01/2018
ACCID6149,461885,456716,-1.057356,54.00279,3,2,1,18/01/2018
ACCID6150,462930,459470,-1.040847,54.027412,3,2,1,18/01/2018
ACCID6151,463744,451282,-1.030132,53.953733,3,2,1,18/01/2018
ACCID6152,457170,454497,-1.129696,53.983391,3,2,2,18/01/2018
ACCID6153,458160,452298,-1.11502,53.96352,3,2,1,20/06/2018
ACCID6154,461324,448191,-1.067623,53.926248,2,1,2,20/01/2018
ACCID6155,461830,451112,-1.059329,53.952437,3,1,1,22/01/2018
ACCID6156,468154,448530,-0.963554,53.928443,3,2,1,22/01/2018
ACCID6157,456939,452990,-1.133499,53.969874,3,2,2,23/01/2018
ACCID6158,457171,450395,-1.130447,53.946528,3,2,1,24/01/2018
ACCID6159,460894,451514,-1.07351,53.95616,3,2,1,22/01/2018
ACCID6160,459834,451565,-1.089651,53.956742,3,2,1,27/01/2018
ACCID6161,465307,451893,-1.006188,53.959029,3,2,2,28/01/2018
ACCID6162,461559,452806,-1.063117,53.967692,2,2,1,27/01/2018
ACCID6163,464341,454421,-1.020376,53.981867,2,1,1,30/01/2018
ACCID6164,457685,449923,-1.122706,53.94223,3,2,1,31/01/2018
ACCID6165,459669,451370,-1.092204,53.955009,2,2,1,30/01/2018
ACCID6166,456409,456906,-1.140853,54.005123,3,2,1,01/02/2018
ACCID6167,459297,450914,-1.09796,53.950954,3,3,6,03/02/2018
ACCID6168,462580,451560,-1.047811,53.956373,2,2,1,03/02/2018
ACCID6169,460821,452469,-1.074432,53.964751,3,2,2,04/02/2018
ACCID6170,460357,452827,-1.081433,53.968022,3,2,1,08/02/2018
ACCID6171,459972,455261,-1.086823,53.98994,3,1,1,08/02/2018
ACCID6172,461850,451086,-1.05903,53.952201,3,2,1,08/02/2018
ACCID6173,460863,453507,-1.073586,53.974074,3,2,2,08/02/2018
ACCID6174,457612,451924,-1.123442,53.96022,3,3,1,09/02/2018
ACCID6175,461048,453947,-1.070677,53.978006,2,2,2,09/02/2018
ACCID6176,457542,452514,-1.124397,53.96553,3,1,1,10/02/2018
ACCID6177,461067,452291,-1.070719,53.963123,3,2,1,11/02/2018
ACCID6178,461938,451830,-1.057538,53.958877,3,2,1,13/02/2018
ACCID6179,456648,450440,-1.138406,53.94699,3,2,1,16/02/2018
ACCID6180,462790,456290,-1.043639,53.998853,3,2,2,16/02/2018
ACCID6181,457139,452876,-1.130472,53.968827,3,2,1,11/02/2018
ACCID6182,459704,450982,-1.091746,53.951518,2,2,1,18/02/2018
ACCID6183,462717,444728,-1.047121,53.894961,2,3,4,18/02/2018
ACCID6184,457600,451884,-1.123632,53.959862,3,3,1,19/02/2018
ACCID6185,461976,456951,-1.05592,54.004891,3,2,1,18/02/2018
ACCID6186,458731,451391,-1.106492,53.955305,3,2,1,21/02/2018
ACCID6187,460127,451633,-1.085174,53.957319,3,2,1,21/02/2018
ACCID6188,459828,451361,-1.089783,53.95491,3,2,1,23/02/2018
ACCID6189,460538,452200,-1.078799,53.962367,3,1,1,24/02/2018
ACCID6190,457649,452009,-1.122862,53.96098,3,2,1,24/02/2018
ACCID6191,458509,451415,-1.10987,53.955545,2,2,1,21/02/2018
ACCID6192,458675,455336,-1.106587,53.990763,3,1,1,25/02/2018
ACCID6193,455616,447405,-1.154678,53.919827,3,5,1,26/02/2018
ACCID6194,462748,454720,-1.044602,53.984749,3,2,1,26/02/2018
ACCID6195,462491,446383,-1.050222,53.909861,3,2,1,01/03/2018
ACCID6196,461076,451375,-1.070764,53.95489,3,2,3,01/03/2018
ACCID6197,462474,454201,-1.048886,53.980119,3,1,1,03/03/2018
ACCID6198,456701,453986,-1.136942,53.978851,3,2,1,03/03/2018
ACCID6199,460437,452397,-1.080299,53.964149,2,1,1,05/03/2018
ACCID6200,455626,447609,-1.154489,53.921659,3,1,1,07/03/2018
ACCID6201,459530,450667,-1.094458,53.948707,2,1,1,08/03/2018
ACCID6202,460213,451650,-1.08386,53.957462,3,1,1,08/03/2018
ACCID6203,461223,452421,-1.068315,53.964272,3,2,1,10/03/2018
ACCID6204,459501,451272,-1.094782,53.954147,2,2,1,05/03/2018
ACCID6205,460876,450527,-1.07398,53.947293,3,2,1,07/03/2018
ACCID6206,460857,452100,-1.073957,53.961431,3,1,1,11/02/2018
ACCID6207,461298,455324,-1.06659,53.990351,3,2,1,13/03/2018
ACCID6208,460945,451013,-1.072832,53.951652,3,2,1,15/03/2018
ACCID6209,457771,444324,-1.12245,53.891904,3,1,1,18/03/2018
ACCID6210,465165,451642,-1.008405,53.956792,3,5,1,19/03/2018
ACCID6211,457185,452776,-1.129789,53.967924,3,2,1,21/03/2018
ACCID6212,459356,453365,-1.096586,53.972973,3,2,1,16/03/2018
ACCID6213,460869,452582,-1.073678,53.965761,3,2,1,22/03/2018
ACCID6214,464819,456683,-1.012608,54.002134,3,4,6,22/03/2018
ACCID6215,460880,450198,-1.073985,53.944336,3,2,1,08/03/2018
ACCID6216,458748,449710,-1.106555,53.940196,2,1,1,24/03/2018
ACCID6217,460255,451661,-1.083218,53.957556,3,1,1,25/03/2018
ACCID6218,460777,451248,-1.075345,53.953784,3,2,1,26/03/2018
ACCID6219,456799,453078,-1.135616,53.97068,3,1,1,26/03/2018
ACCID6220,458691,452632,-1.106863,53.966461,3,3,1,27/03/2018
ACCID6221,461790,454510,-1.059252,53.982977,3,2,1,22/03/2018
ACCID6222,462503,446595,-1.049997,53.911765,3,3,1,27/03/2018
ACCID6223,456895,452643,-1.134234,53.96676,3,2,1,28/03/2018
ACCID6224,459595,458429,-1.091953,54.018452,3,2,1,29/03/2018
ACCID6225,459324,453721,-1.097004,53.976176,2,2,1,19/03/2018
ACCID6226,459664,451910,-1.092175,53.959862,3,1,1,31/03/2018
ACCID6227,459439,454673,-1.095066,53.984717,2,2,1,31/03/2018
ACCID6228,466268,457901,-0.990241,54.012896,3,3,1,02/04/2018
ACCID6229,461970,456949,-1.056012,54.004873,3,2,1,02/04/2018
ACCID6230,460174,451036,-1.084575,53.951949,3,2,1,04/04/2018
ACCID6231,461492,453473,-1.064004,53.973694,2,1,1,23/03/2018
ACCID6232,460130,451629,-1.085129,53.957283,3,2,1,31/03/2018
ACCID6233,460036,451637,-1.086559,53.957366,3,1,1,30/03/2018
ACCID6234,462634,454403,-1.046405,53.981915,3,2,1,07/04/2018
ACCID6235,460850,452487,-1.073987,53.964909,3,2,1,09/04/2018
ACCID6236,460433,451720,-1.080494,53.958066,3,1,1,13/04/2018
ACCID6237,461021,452568,-1.071365,53.965617,3,2,1,05/04/2018
ACCID6238,457867,451486,-1.119639,53.956255,3,2,1,14/04/2018
ACCID6239,456971,453246,-1.132963,53.972171,3,2,1,06/04/2018
ACCID6240,459672,455938,-1.091266,53.996058,3,2,1,12/04/2018
ACCID6241,461030,451795,-1.071382,53.95867,3,2,1,16/04/2018
ACCID6242,461311,452501,-1.066958,53.964981,3,2,1,13/04/2018
ACCID6243,458654,449553,-1.108017,53.938796,3,2,1,18/04/2018
ACCID6244,458286,451399,-1.113271,53.955427,3,1,1,21/04/2018
ACCID6245,461892,452225,-1.058159,53.962432,2,2,1,21/04/2018
ACCID6246,456285,453312,-1.143408,53.972839,3,2,1,22/04/2018
ACCID6247,460092,453090,-1.085421,53.970417,3,2,1,13/04/2018
ACCID6248,462174,451275,-1.054055,53.953861,3,2,1,26/04/2018
ACCID6249,457041,451113,-1.132294,53.952995,3,1,1,26/04/2018
ACCID6250,460105,452246,-1.085388,53.962831,3,1,1,26/04/2018
ACCID6251,460874,455174,-1.073086,53.989053,3,2,1,30/04/2018
ACCID6252,464995,451545,-1.011016,53.955941,3,2,2,03/05/2018
ACCID6253,459402,454804,-1.095604,53.985899,3,1,1,03/05/2018
ACCID6254,466534,458097,-0.986139,54.014623,3,3,3,04/05/2018
ACCID6255,460287,453061,-1.082454,53.970133,3,2,1,01/05/2018
ACCID6256,462871,456298,-1.042402,53.998915,3,2,1,05/05/2018
ACCID6257,460053,450127,-1.086596,53.943794,3,2,1,06/05/2018
ACCID6258,464940,451571,-1.011849,53.956182,1,3,3,06/05/2018
ACCID6259,464102,455299,-1.023836,53.989787,2,2,4,07/05/2018
ACCID6260,458898,452370,-1.103759,53.964083,3,2,1,02/05/2018
ACCID6261,461906,451744,-1.058043,53.958108,3,2,1,08/05/2018
ACCID6262,462586,451570,-1.047717,53.956462,3,1,1,07/05/2018
ACCID6263,459423,451070,-1.09601,53.952341,3,2,4,10/05/2018
ACCID6264,453907,447521,-1.180676,53.92105,3,2,1,10/05/2018
ACCID6265,457751,450869,-1.121522,53.950724,3,1,1,10/05/2018
ACCID6266,459844,451798,-1.089454,53.958835,3,2,1,05/05/2018
ACCID6267,461896,451297,-1.058286,53.954092,3,2,1,07/05/2018
ACCID6268,464188,455305,-1.022523,53.98983,3,2,1,11/05/2018
ACCID6269,461816,452610,-1.05924,53.9659,3,2,1,01/05/2018
ACCID6270,462737,452829,-1.045158,53.967758,3,2,1,12/05/2018
ACCID6271,459651,451512,-1.09245,53.956287,3,1,1,13/05/2018
ACCID6272,459065,450434,-1.101587,53.946666,3,1,1,14/05/2018
ACCID6273,460119,452087,-1.085206,53.9614,3,1,1,25/05/2018
ACCID6274,460239,457338,-1.082341,54.008573,3,2,1,11/05/2018
ACCID6275,460313,456229,-1.081432,53.998599,3,4,4,16/05/2018
ACCID6276,459670,451671,-1.09213,53.957714,3,2,1,17/05/2018
ACCID6277,458419,451410,-1.111242,53.95551,3,2,1,17/05/2018
ACCID6278,462548,445731,-1.049488,53.903995,3,3,3,18/05/2018
ACCID6279,458739,455261,-1.105626,53.990081,3,2,1,18/05/2018
ACCID6280,459438,453229,-1.095362,53.971741,3,2,1,16/05/2018
ACCID6281,458295,452380,-1.112947,53.964241,3,4,1,20/05/2018
ACCID6282,461837,451087,-1.059227,53.952212,3,2,1,21/05/2018
ACCID6283,457919,454497,-1.118276,53.983308,3,2,1,22/05/2018
ACCID6284,460901,449617,-1.07378,53.939112,3,2,1,20/05/2018
ACCID6285,462711,451283,-1.045871,53.953868,3,2,1,23/05/2018
ACCID6286,463720,455125,-1.029697,53.98827,3,2,1,26/05/2018
ACCID6287,458153,454744,-1.114661,53.985501,3,2,1,22/05/2018
ACCID6288,468639,446224,-0.956686,53.907657,3,2,1,26/05/2018
ACCID6289,459666,451674,-1.09219,53.957741,3,2,1,29/05/2018
ACCID6290,460080,451624,-1.085891,53.957244,3,1,1,30/05/2018
ACCID6291,462868,453562,-1.043011,53.974329,3,2,1,21/05/2018
ACCID6292,466780,444918,-0.985262,53.896163,1,2,1,03/06/2018
ACCID6293,460872,450690,-1.074009,53.948758,2,2,1,04/06/2018
ACCID6294,460140,452314,-1.084842,53.963438,3,2,1,01/06/2018
ACCID6295,468617,454904,-0.955075,53.985659,2,2,1,06/06/2018
ACCID6296,461275,456737,-1.066657,54.003051,3,5,3,07/06/2018
ACCID6297,459928,458685,-1.086821,54.020714,3,1,1,07/06/2018
ACCID6298,462655,458680,-1.045207,54.020346,3,2,1,02/06/2018
ACCID6299,457794,454667,-1.120149,53.98485,3,2,1,10/06/2018
ACCID6300,458499,453858,-1.109555,53.977501,3,3,2,10/06/2018
ACCID6301,462751,460471,-1.043373,54.036429,3,2,1,13/06/2018
ACCID6302,457526,452539,-1.124637,53.965756,3,2,1,13/06/2018
ACCID6303,458808,451337,-1.105329,53.954811,3,1,2,14/06/2018
ACCID6304,461170,451373,-1.069333,53.954861,3,2,1,13/06/2018
ACCID6305,456144,452906,-1.145632,53.969206,3,1,1,15/06/2018
ACCID6306,457061,454119,-1.131428,53.980006,3,2,1,31/05/2018
ACCID6307,456887,452241,-1.134431,53.963149,3,2,1,12/06/2018
ACCID6308,458117,451419,-1.115842,53.955625,2,2,1,20/06/2018
ACCID6309,460912,451509,-1.073237,53.956113,3,1,1,20/06/2018
ACCID6310,459142,451305,-1.100246,53.954485,3,1,1,18/06/2018
ACCID6311,460143,451630,-1.08493,53.95729,3,1,2,16/06/2018
ACCID6312,458072,452215,-1.116377,53.962784,3,2,1,22/06/2018
ACCID6313,455092,447246,-1.162684,53.918454,3,2,1,22/06/2018
ACCID6314,464269,451444,-1.022099,53.955124,3,2,1,22/06/2018
ACCID6315,458619,455470,-1.107416,53.991973,3,2,1,23/06/2018
ACCID6316,461211,455132,-1.067955,53.988636,3,2,1,24/06/2018
ACCID6317,462565,451554,-1.04804,53.956321,2,1,1,26/06/2018
ACCID6318,458767,455349,-1.105182,53.990869,3,2,1,05/06/2018
ACCID6319,461724,451061,-1.060954,53.951991,3,3,1,26/06/2018
ACCID6320,460594,453222,-1.077743,53.971544,3,1,1,27/06/2018
ACCID6321,459685,453602,-1.091524,53.975065,3,1,1,28/06/2018
ACCID6322,467576,451445,-0.971712,53.954713,3,3,1,29/06/2018
ACCID6323,460166,451635,-1.084579,53.957333,2,1,1,30/06/2018
ACCID6324,468337,451292,-0.960152,53.953239,1,2,4,02/07/2018
ACCID6325,460866,452576,-1.073725,53.965707,3,2,1,01/07/2018
ACCID6326,459915,450112,-1.088701,53.943675,3,2,1,05/07/2018
ACCID6327,456663,453852,-1.137546,53.977651,3,2,1,03/07/2018
ACCID6328,462748,443616,-1.046876,53.884964,3,2,2,07/07/2018
ACCID6329,459402,451056,-1.096333,53.952218,3,1,1,05/07/2018
ACCID6330,461271,452689,-1.06753,53.966675,3,2,3,06/07/2018
ACCID6331,460193,452390,-1.084019,53.964114,3,2,1,10/07/2018
ACCID6332,460133,451948,-1.08502,53.960149,3,1,1,11/07/2018
ACCID6333,459901,451714,-1.088601,53.958073,3,2,1,02/07/2018
ACCID6334,461095,451389,-1.070472,53.955013,3,1,1,13/07/2018
ACCID6335,462492,446593,-1.050164,53.911748,3,2,1,06/07/2018
ACCID6336,457528,451311,-1.124837,53.95472,3,2,2,10/07/2018
ACCID6337,457323,450748,-1.128066,53.949684,3,2,1,10/07/2018
ACCID6338,460299,451678,-1.082544,53.957704,3,2,1,16/07/2018
ACCID6339,462655,451440,-1.046692,53.955286,2,2,1,15/07/2018
ACCID6340,464502,455001,-1.017799,53.987059,3,2,1,14/07/2018
ACCID6341,460064,453509,-1.085765,53.974185,3,2,1,27/07/2018
ACCID6342,461370,448181,-1.066924,53.926152,3,2,1,27/07/2018
ACCID6343,467510,451451,-0.972716,53.954776,3,2,1,01/08/2018
ACCID6344,461792,452223,-1.059684,53.962426,3,1,2,17/07/2018
ACCID6345,456260,453243,-1.143802,53.972222,3,2,1,01/08/2018
ACCID6346,460939,452846,-1.072559,53.968125,3,5,2,06/08/2018
ACCID6347,458212,451114,-1.114452,53.952874,3,1,1,10/08/2018
ACCID6348,464950,451360,-1.011741,53.954285,3,2,3,06/08/2018
ACCID6349,457618,451452,-1.123439,53.955977,3,2,4,10/07/2018
ACCID6350,459621,448431,-1.093506,53.928603,2,1,1,05/09/2018
ACCID6351,460226,452438,-1.083507,53.964542,3,2,1,15/08/2018
ACCID6352,456079,447895,-1.14754,53.924181,3,2,1,18/08/2018
ACCID6353,457458,452581,-1.125665,53.966141,1,1,1,08/09/2018
ACCID6354,459761,451484,-1.09078,53.956023,3,1,1,18/08/2018
ACCID6355,460744,453872,-1.075327,53.977368,2,1,1,08/09/2018
ACCID6356,458168,449851,-1.115362,53.941529,3,2,1,15/08/2018
ACCID6357,459971,453330,-1.087218,53.972587,3,2,2,02/07/2018
ACCID6358,459888,451605,-1.088821,53.957095,3,2,1,20/07/2018
ACCID6359,460879,450430,-1.073954,53.946421,3,2,1,23/08/2018
ACCID6360,463296,460887,-1.034966,54.040101,3,1,1,25/08/2018
ACCID6361,460616,453358,-1.07738,53.972764,3,2,1,09/07/2018
ACCID6362,460728,451953,-1.075952,53.960125,3,2,1,31/08/2018
ACCID6363,460929,451713,-1.072937,53.957945,3,2,1,02/09/2018
ACCID6364,463030,456113,-1.040015,53.997233,3,2,1,03/09/2018
ACCID6365,464710,454804,-1.014669,53.985263,3,2,3,05/09/2018
ACCID6366,463141,456000,-1.038345,53.996204,3,1,1,07/09/2018
ACCID6367,458539,452511,-1.109203,53.965391,3,1,1,09/09/2018
ACCID6368,458271,448927,-1.113969,53.933213,2,2,1,18/09/2018
ACCID6369,463011,462361,-1.039012,54.053381,2,3,2,18/09/2018
ACCID6370,460940,452046,-1.072703,53.960936,3,2,1,14/09/2018
ACCID6371,459170,450682,-1.09994,53.948883,3,2,1,03/09/2018
ACCID6372,464013,454599,-1.025339,53.983507,2,3,1,16/09/2018
ACCID6373,463709,455039,-1.029883,53.987499,3,3,5,15/09/2018
ACCID6374,460735,452400,-1.075757,53.964141,2,2,1,12/09/2018
ACCID6375,456637,450481,-1.138566,53.94736,3,1,1,17/09/2018
ACCID6376,459446,453205,-1.095245,53.971525,3,2,1,19/09/2018
ACCID6377,461681,454980,-1.060819,53.987214,3,2,1,26/09/2018
ACCID6378,461387,447974,-1.066707,53.92429,3,2,1,24/09/2018
ACCID6379,464168,455064,-1.022878,53.987667,3,4,2,28/09/2018
ACCID6380,458722,451394,-1.106628,53.955332,3,1,1,29/09/2018
ACCID6381,469704,447998,-0.940074,53.923457,3,1,1,26/08/2018
ACCID6382,458092,448001,-1.11687,53.924912,2,2,1,03/10/2018
ACCID6383,460690,451876,-1.076547,53.959437,2,2,1,26/09/2018
ACCID6384,468593,454884,-0.955445,53.985483,3,1,1,21/09/2018
ACCID6385,459212,450764,-1.099284,53.949615,3,2,1,24/09/2018
ACCID6386,463200,460395,-1.036534,54.035691,3,2,1,06/10/2018
ACCID6387,460930,454851,-1.072296,53.986144,3,2,1,24/09/2018
ACCID6388,465092,451645,-1.009517,53.956828,3,2,1,29/09/2018
ACCID6389,462463,454922,-1.048906,53.986599,3,1,1,26/08/2018
ACCID6390,463771,451246,-1.029729,53.953406,3,2,1,03/10/2018
ACCID6391,457567,454914,-1.123564,53.987095,3,2,1,01/10/2018
ACCID6392,456835,451572,-1.135348,53.957142,3,2,1,24/07/2018
ACCID6393,464059,455301,-1.024491,53.98981,3,1,1,15/10/2018
ACCID6394,456745,454003,-1.136268,53.978999,3,1,1,08/10/2018
ACCID6395,459533,451245,-1.0943,53.953901,3,1,2,18/10/2018
ACCID6396,458458,455454,-1.109874,53.991848,3,2,1,17/10/2018
ACCID6397,458748,455261,-1.105489,53.99008,3,1,1,16/10/2018
ACCID6398,460609,452276,-1.077702,53.963042,3,3,1,05/10/2018
ACCID6399,466261,457912,-0.990345,54.012996,3,2,1,05/08/2018
ACCID6400,455035,451367,-1.162812,53.955494,2,2,1,17/10/2018
ACCID6401,461833,453629,-1.058774,53.975055,3,2,1,06/10/2018
ACCID6402,456838,451729,-1.135273,53.958553,2,1,1,29/10/2018
ACCID6403,458950,453228,-1.102801,53.971788,3,2,1,25/10/2018
ACCID6404,459460,451273,-1.095407,53.954161,3,2,1,26/10/2018
ACCID6405,461947,451989,-1.057369,53.960304,3,2,1,18/10/2018
ACCID6406,460213,451648,-1.08386,53.957444,3,1,1,27/10/2018
ACCID6407,452424,452037,-1.202482,53.961786,2,1,1,08/09/2018
ACCID6408,459314,453052,-1.097287,53.970165,3,1,1,27/10/2018
ACCID6409,458357,451929,-1.112088,53.960181,3,1,2,26/10/2018
ACCID6410,461640,452758,-1.061892,53.967251,2,2,1,02/07/2018
ACCID6411,458740,455372,-1.105589,53.991079,3,2,1,29/10/2018
ACCID6412,460862,456499,-1.073004,54.000961,3,4,1,31/08/2018
ACCID6413,458072,452214,-1.116377,53.962775,3,2,1,05/09/2018
ACCID6414,462152,456407,-1.053346,53.999981,3,2,1,19/10/2018
ACCID6415,462213,451275,-1.053461,53.953856,2,1,1,01/11/2018
ACCID6416,459845,451796,-1.089439,53.958817,3,2,1,26/10/2018
ACCID6417,458716,453932,-1.106232,53.978141,3,1,1,29/10/2018
ACCID6418,459247,450931,-1.098718,53.951112,3,2,1,28/09/2018
ACCID6419,459352,451230,-1.097061,53.953787,3,2,1,26/10/2018
ACCID6420,459524,455824,-1.093545,53.995051,3,2,1,03/11/2018
ACCID6421,469704,447998,-0.940074,53.923457,2,2,1,13/07/2018
ACCID6422,459147,450654,-1.100295,53.948634,3,2,1,07/11/2018
ACCID6423,457014,451109,-1.132706,53.952962,3,2,1,06/11/2018
ACCID6424,460347,452786,-1.081594,53.967655,3,2,1,07/07/2018
ACCID6425,461834,453629,-1.058759,53.975055,3,1,1,06/11/2018
ACCID6426,457093,452872,-1.131174,53.968796,3,2,1,05/11/2018
ACCID6427,460865,449835,-1.074285,53.941076,3,1,2,16/10/2018
ACCID6428,460502,451341,-1.079517,53.954652,3,1,1,14/11/2018
ACCID6429,460213,451648,-1.08386,53.957444,3,2,1,08/07/2018
ACCID6430,457848,449969,-1.120214,53.942625,3,2,1,14/11/2018
ACCID6431,460249,451196,-1.0834,53.953378,3,2,1,10/07/2018
ACCID6432,459301,453854,-1.097329,53.977373,3,2,1,17/11/2018
ACCID6433,455803,447512,-1.151812,53.920768,3,3,2,30/10/2018
ACCID6434,456903,453996,-1.13386,53.978918,3,2,1,12/11/2018
ACCID6435,467698,453913,-0.969307,53.976875,3,1,1,23/11/2018
ACCID6436,457421,451397,-1.126451,53.955505,3,2,1,27/11/2018
ACCID6437,456845,454149,-1.134716,53.9803,3,2,1,28/11/2018
ACCID6438,458250,447993,-1.114466,53.924822,3,1,1,29/11/2018
ACCID6439,457386,447863,-1.127646,53.92375,3,2,1,06/12/2018
ACCID6440,459760,453774,-1.090347,53.976602,3,2,1,08/10/2018
ACCID6441,463740,451287,-1.030192,53.953779,3,2,1,03/12/2018
ACCID6442,459985,451925,-1.08728,53.95996,3,1,1,04/12/2018
ACCID6443,459510,454962,-1.093927,53.987306,3,2,1,05/12/2018
ACCID6444,460861,449786,-1.074356,53.940636,3,1,1,07/12/2018
ACCID6445,460904,455380,-1.072587,53.990901,3,2,1,05/12/2018
ACCID6446,454445,447011,-1.172576,53.91641,3,4,1,11/12/2018
ACCID6447,460210,453472,-1.083547,53.973836,3,3,1,04/12/2018
ACCID6448,462540,455254,-1.047664,53.989573,3,2,1,12/12/2018
ACCID6449,459667,451491,-1.092211,53.956096,2,2,1,08/12/2018
ACCID6450,459750,452571,-1.090735,53.965792,3,2,1,12/12/2018
ACCID6451,458750,449715,-1.106523,53.940241,3,2,1,14/12/2018
ACCID6452,460446,452902,-1.080062,53.968686,3,2,1,11/12/2018
