Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID5724,460490,451350,-1.079698,53.954734,3,2,1,01/01/2017
ACCID5725,461573,451483,-1.06317,53.955802,3,3,1,18/01/2017
ACCID5726,463436,449583,-1.035177,53.938503,3,2,1,19/01/2017
ACCID5727,458889,454189,-1.103545,53.980431,2,2,1,19/01/2017
ACCID5728,459352,457623,-1.095818,54.011237,3,2,1,19/01/2017
ACCID5729,461226,452415,-1.068271,53.964218,3,1,1,17/01/2017
ACCID5730,458174,449839,-1.115273,53.94142,3,2,1,20/01/2017
ACCID5731,461183,452003,-1.069009,53.960521,3,2,1,23/01/2017
ACCID5732,460253,452513,-1.08308,53.965213,3,2,1,25/01/2017
ACCID5733,460617,453361,-1.077364,53.972791,3,2,1,18/01/2017
ACCID5734,461016,451843,-1.071585,53.959103,3,2,1,25/01/2017
ACCID5735,460790,450832,-1.07523,53.950044,3,1,1,25/01/2017
ACCID5736,461566,452822,-1.063007,53.967835,3,2,1,26/01/2017
ACCID5737,460845,450292,-1.074499,53.945185,3,2,1,27/01/2017
ACCID5738,457016,451430,-1.132616,53.955846,3,2,1,27/01/2017
ACCID5739,460478,451358,-1.079879,53.954807,3,2,1,29/01/2017
ACCID5740,459382,454049,-1.096056,53.979116,3,2,1,31/01/2017
ACCID5741,461098,451398,-1.070425,53.955094,3,2,1,01/02/2017
ACCID5742,462490,446203,-1.050274,53.908244,3,2,2,01/02/2017
ACCID5743,456957,450546,-1.133679,53.947909,3,3,1,02/02/2017
ACCID5744,459679,451702,-1.091987,53.957991,3,1,1,31/01/2017
ACCID5745,460625,454869,-1.076943,53.986341,3,2,1,01/02/2017
ACCID5746,459653,455913,-1.09156,53.995836,3,2,1,03/02/2017
ACCID5747,460852,452502,-1.073953,53.965044,3,2,1,04/02/2017
ACCID5748,459483,452860,-1.094748,53.96842,3,2,1,31/01/2017
ACCID5749,457550,454859,-1.123833,53.986602,3,2,1,07/03/2017
ACCID5750,457615,451449,-1.123485,53.955951,3,2,1,07/02/2017
ACCID5751,461101,451390,-1.070381,53.955022,3,1,1,08/02/2017
ACCID5752,461248,459391,-1.066535,54.026904,3,1,1,09/02/2017
ACCID5753,459611,450433,-1.09327,53.946595,3,2,1,18/01/2017
ACCID5754,460090,452271,-1.085612,53.963057,3,2,2,09/02/2017
ACCID5755,460021,451682,-1.086779,53.957772,3,2,1,10/02/2017
ACCID5756,460587,453171,-1.077859,53.971087,3,1,1,11/02/2017
ACCID5757,458063,447862,-1.117338,53.923666,3,1,1,12/02/2017
ACCID5758,459811,451810,-1.089954,53.958946,2,2,1,12/02/2017
ACCID5759,459983,451749,-1.087345,53.958378,3,1,1,13/02/2017
ACCID5760,457841,449893,-1.120335,53.941943,3,1,1,15/02/2017
ACCID5761,457701,452177,-1.122038,53.962484,3,2,1,15/02/2017
ACCID5762,459953,451280,-1.087894,53.954167,3,1,1,16/02/2017
ACCID5763,463336,456371,-1.035294,53.999514,3,1,1,20/02/2017
ACCID5764,455939,452911,-1.148756,53.969273,3,2,1,13/02/2017
ACCID5765,461980,459314,-1.055379,54.026125,3,1,1,21/02/2017
ACCID5766,461152,454977,-1.068886,53.98725,3,2,1,21/02/2017
ACCID5767,465420,451696,-1.004508,53.957245,2,2,3,24/02/2017
ACCID5768,462193,451276,-1.053765,53.953868,3,3,1,24/02/2017
ACCID5769,461268,452682,-1.067577,53.966613,3,2,1,25/02/2017
ACCID5770,461747,449810,-1.060856,53.940747,3,2,1,20/02/2017
ACCID5771,461860,451303,-1.058833,53.95415,3,2,1,26/02/2017
ACCID5772,456725,447293,-1.137815,53.918701,3,2,1,16/02/2017
ACCID5773,461753,453558,-1.060008,53.974427,3,2,1,27/02/2017
ACCID5774,459734,451431,-1.091201,53.955549,3,2,1,16/02/2017
ACCID5775,462151,453025,-1.05405,53.96959,3,1,1,28/02/2017
ACCID5776,460771,451251,-1.075436,53.953811,3,1,1,01/03/2017
ACCID5777,462325,450698,-1.051872,53.948658,3,1,1,01/03/2017
ACCID5778,455897,451455,-1.149662,53.956193,3,2,1,02/03/2017
ACCID5779,457266,450815,-1.128922,53.950292,3,2,1,04/03/2017
ACCID5780,457590,454895,-1.123217,53.986921,3,2,2,06/03/2017
ACCID5781,461246,451821,-1.068085,53.958878,2,2,1,08/03/2017
ACCID5782,462857,451280,-1.043647,53.953823,2,1,1,08/03/2017
ACCID5783,457645,452187,-1.122889,53.96258,3,2,1,03/03/2017
ACCID5784,461942,459304,-1.055961,54.026039,3,1,1,08/03/2017
ACCID5785,459854,451580,-1.089344,53.956875,3,1,1,09/03/2017
ACCID5786,456696,447168,-1.13828,53.91758,3,2,1,10/03/2017
ACCID5787,458725,451387,-1.106584,53.955269,3,2,1,06/03/2017
ACCID5788,461376,451342,-1.0662,53.954558,3,2,1,08/03/2017
ACCID5789,456802,451344,-1.135893,53.955097,3,2,1,07/03/2017
ACCID5790,459914,451859,-1.088375,53.959375,3,2,1,15/03/2017
ACCID5791,457963,449959,-1.118465,53.942522,3,3,1,15/03/2017
ACCID5792,458952,447285,-1.103914,53.918381,3,1,1,16/03/2017
ACCID5793,458519,455472,-1.10894,53.992002,3,2,1,18/03/2017
ACCID5794,460849,452503,-1.073999,53.965053,3,2,1,20/03/2017
ACCID5795,459738,451426,-1.091141,53.955504,2,1,3,21/03/2017
ACCID5796,459754,452562,-1.090676,53.965711,3,2,1,22/03/2017
ACCID5797,460974,451127,-1.072368,53.952673,3,2,1,23/02/2017
ACCID5798,456444,447500,-1.142055,53.920591,3,1,1,23/03/2017
ACCID5799,460199,452396,-1.083926,53.964168,3,2,1,19/03/2017
ACCID5800,462494,446560,-1.050141,53.911451,3,2,3,27/03/2017
ACCID5801,457901,452337,-1.11896,53.963899,3,2,1,28/03/2017
ACCID5802,460764,452002,-1.075394,53.960561,3,1,1,27/03/2017
ACCID5803,457921,447848,-1.119503,53.923556,3,2,1,30/03/2017
ACCID5804,460776,457061,-1.074204,54.006021,3,2,1,30/03/2017
ACCID5805,456980,447653,-1.133866,53.921908,2,2,1,31/03/2017
ACCID5806,460765,458227,-1.074139,54.016501,3,1,1,30/03/2017
ACCID5807,460829,452473,-1.07431,53.964786,3,2,1,31/03/2017
ACCID5808,463364,458499,-1.034425,54.018633,1,2,3,03/04/2017
ACCID5809,456737,451890,-1.136782,53.960011,3,2,1,04/04/2017
ACCID5810,460706,451174,-1.076442,53.953127,3,1,1,04/04/2017
ACCID5811,461077,451419,-1.07074,53.955285,2,2,1,31/03/2017
ACCID5812,464221,454752,-1.022136,53.984857,2,3,3,08/04/2017
ACCID5813,460401,452863,-1.080756,53.968341,3,1,1,08/04/2017
ACCID5814,460197,451492,-1.084135,53.956044,3,2,1,08/04/2017
ACCID5815,464528,450294,-1.018396,53.944758,3,1,1,09/04/2017
ACCID5816,467654,444722,-0.972008,53.894289,2,2,2,09/04/2017
ACCID5817,459399,454633,-1.095683,53.984363,3,2,1,10/04/2017
ACCID5818,460848,452498,-1.074015,53.965009,3,2,1,10/04/2017
ACCID5819,459684,451372,-1.091975,53.955025,3,2,1,29/03/2017
ACCID5820,456576,451197,-1.139363,53.953801,2,1,1,13/04/2017
ACCID5821,460584,452271,-1.078084,53.962999,3,2,1,12/04/2017
ACCID5822,462891,455684,-1.042223,53.993395,3,1,1,15/04/2017
ACCID5823,460452,458313,-1.078898,54.01731,3,1,1,16/04/2017
ACCID5824,461946,451282,-1.057527,53.953951,3,2,1,17/04/2017
ACCID5825,457700,452182,-1.122052,53.962529,3,2,1,18/04/2017
ACCID5826,455765,447479,-1.152396,53.920476,3,2,1,08/04/2017
ACCID5827,459785,453471,-1.090025,53.973876,3,2,1,13/04/2017
ACCID5828,460821,456487,-1.073632,54.000858,3,4,2,19/04/2017
ACCID5829,460413,451773,-1.080788,53.958544,3,1,1,16/04/2017
ACCID5830,457728,452290,-1.121605,53.963496,3,2,1,21/04/2017
ACCID5831,464709,456523,-1.01432,54.00071,3,2,1,24/04/2017
ACCID5832,462043,451684,-1.055968,53.957552,3,1,1,24/04/2017
ACCID5833,458118,452158,-1.115687,53.962266,3,2,1,19/04/2017
ACCID5834,463713,455123,-1.029804,53.988253,3,2,1,27/04/2017
ACCID5835,457974,448992,-1.11848,53.933831,3,2,1,27/04/2017
ACCID5836,459120,453821,-1.100095,53.977098,3,2,1,20/04/2017
ACCID5837,459662,455921,-1.091421,53.995907,3,2,1,29/04/2017
ACCID5838,460856,456511,-1.073093,54.00107,3,2,1,27/04/2017
ACCID5839,459603,452714,-1.092948,53.967094,3,2,1,27/04/2017
ACCID5840,464670,456477,-1.014924,54.000302,3,2,1,02/05/2017
ACCID5841,465156,452989,-1.008255,53.968897,3,2,1,02/05/2017
ACCID5842,454774,447120,-1.167548,53.917355,3,2,2,03/05/2017
ACCID5843,459385,451216,-1.096561,53.953657,2,2,1,03/05/2017
ACCID5844,460259,451664,-1.083156,53.957583,2,1,1,06/05/2017
ACCID5845,460107,452247,-1.085358,53.962839,3,2,1,30/04/2017
ACCID5846,462977,458540,-1.040322,54.019049,3,1,2,09/05/2017
ACCID5847,457612,451448,-1.123531,53.955942,3,2,1,09/05/2017
ACCID5848,460728,451957,-1.075951,53.960161,3,2,1,09/05/2017
ACCID5849,460359,452819,-1.081404,53.96795,3,2,1,09/05/2017
ACCID5850,458952,451255,-1.103151,53.954057,3,2,1,10/05/2017
ACCID5851,467940,448714,-0.966772,53.930125,2,1,1,10/05/2017
ACCID5852,462641,453412,-1.046502,53.973008,3,2,1,11/05/2017
ACCID5853,460784,451245,-1.075239,53.953756,3,1,1,11/05/2017
ACCID5854,458463,449762,-1.110886,53.940696,3,2,1,11/05/2017
ACCID5855,457547,450137,-1.124768,53.944168,3,1,1,12/05/2017
ACCID5856,457054,452528,-1.131832,53.965709,3,1,1,13/05/2017
ACCID5857,462159,453180,-1.053896,53.970982,3,1,1,10/05/2017
ACCID5858,467655,453868,-0.969972,53.976476,3,3,2,14/05/2017
ACCID5859,460630,449775,-1.077876,53.940564,3,2,1,17/05/2017
ACCID5860,461804,454430,-1.059054,53.982257,3,2,1,19/05/2017
ACCID5861,457904,452336,-1.118914,53.96389,3,2,4,19/05/2017
ACCID5862,460904,458177,-1.072028,54.016035,3,2,1,16/05/2017
ACCID5863,460065,453661,-1.08572,53.975551,3,2,1,20/05/2017
ACCID5864,455584,447367,-1.155172,53.919489,3,4,2,21/05/2017
ACCID5865,462074,451274,-1.055579,53.953864,3,2,1,21/05/2017
ACCID5866,465403,451692,-1.004768,53.957211,3,2,1,22/05/2017
ACCID5867,458411,455439,-1.110594,53.991718,3,2,1,19/05/2017
ACCID5868,458934,454215,-1.102854,53.980659,3,2,1,23/05/2017
ACCID5869,461946,452059,-1.05737,53.960933,3,2,1,24/05/2017
ACCID5870,457278,450805,-1.128741,53.950201,3,2,1,24/05/2017
ACCID5871,456936,452986,-1.133545,53.969838,2,2,1,22/05/2017
ACCID5872,465099,451787,-1.00938,53.958103,2,2,1,20/05/2017
ACCID5873,460900,447805,-1.074155,53.922829,3,2,1,26/05/2017
ACCID5874,456809,456072,-1.134906,53.997585,3,2,1,26/05/2017
ACCID5875,460255,452499,-1.083053,53.965087,3,2,1,26/05/2017
ACCID5876,461615,452862,-1.062252,53.968189,3,2,1,23/05/2017
ACCID5877,456877,452405,-1.134553,53.964623,2,2,1,29/05/2017
ACCID5878,456805,448899,-1.1363,53.933124,3,2,1,26/05/2017
ACCID5879,460460,451347,-1.080156,53.95471,3,2,1,31/05/2017
ACCID5880,460242,452568,-1.083237,53.965708,3,1,1,01/06/2017
ACCID5881,457593,454898,-1.12317,53.986948,3,2,1,02/06/2017
ACCID5882,463443,454879,-1.033972,53.986094,3,2,1,01/06/2017
ACCID5883,461149,454971,-1.068933,53.987196,3,1,1,07/06/2017
ACCID5884,461849,453628,-1.058531,53.975045,1,2,1,03/06/2017
ACCID5885,461266,451353,-1.067874,53.95467,3,1,2,04/06/2017
ACCID5886,456507,451508,-1.140357,53.956603,3,2,1,05/06/2017
ACCID5887,459663,450990,-1.092369,53.951595,3,2,1,05/06/2017
ACCID5888,462007,451100,-1.056635,53.952308,3,1,1,07/06/2017
ACCID5889,457322,450178,-1.128188,53.944561,3,1,1,20/06/2017
ACCID5890,460054,453504,-1.085918,53.974141,3,2,1,06/06/2017
ACCID5891,459688,451730,-1.091844,53.958242,3,2,2,02/06/2017
ACCID5892,459698,451730,-1.091692,53.958241,3,2,1,02/06/2017
ACCID5893,460866,455161,-1.07321,53.988937,2,1,1,03/06/2017
ACCID5894,460055,450186,-1.086554,53.944324,2,1,1,10/06/2017
ACCID5895,458753,445540,-1.107277,53.902721,2,1,2,11/06/2017
ACCID5896,461878,454892,-1.057833,53.9864,3,3,1,11/06/2017
ACCID5897,459203,452858,-1.099016,53.968434,3,1,1,12/06/2017
ACCID5898,460010,449820,-1.087311,53.94104,3,2,1,14/06/2017
ACCID5899,457590,451437,-1.123869,53.955846,3,2,1,14/06/2017
ACCID5900,460070,453509,-1.085674,53.974185,3,2,1,15/06/2017
ACCID5901,468691,451210,-0.954777,53.952455,3,3,2,15/06/2017
ACCID5902,463141,456002,-1.038345,53.996222,3,2,1,09/06/2017
ACCID5903,459092,460551,-1.099217,54.037579,3,2,1,17/03/2017
ACCID5904,459667,451669,-1.092176,53.957696,3,2,1,19/06/2017
ACCID5905,469859,450930,-0.937046,53.949783,3,4,2,21/06/2017
ACCID5906,461143,452191,-1.069581,53.962215,3,3,3,21/06/2017
ACCID5907,463183,451279,-1.038681,53.953775,3,2,1,22/06/2017
ACCID5908,458747,449719,-1.106568,53.940277,3,2,1,14/06/2017
ACCID5909,455051,453598,-1.162167,53.975542,3,2,1,02/07/2017
ACCID5910,462746,451281,-1.045338,53.953846,3,1,1,26/06/2017
ACCID5911,460480,452154,-1.079692,53.96196,3,2,1,27/06/2017
ACCID5912,460264,452627,-1.08289,53.966236,3,2,1,26/06/2017
ACCID5913,459475,452871,-1.094868,53.96852,3,1,1,28/06/2017
ACCID5914,459219,450751,-1.09918,53.949498,3,2,1,22/06/2017
ACCID5915,458566,449371,-1.109392,53.93717,3,2,1,29/06/2017
ACCID5916,456896,452645,-1.134219,53.966778,3,2,2,27/06/2017
ACCID5917,459202,452971,-1.09901,53.96945,3,2,1,01/07/2017
ACCID5918,459665,451670,-1.092206,53.957705,3,2,1,30/06/2017
ACCID5919,459075,460695,-1.099449,54.038875,3,1,1,02/07/2017
ACCID5920,462218,451271,-1.053385,53.95382,3,1,1,02/07/2017
ACCID5921,460979,449351,-1.072645,53.936713,2,3,1,02/07/2017
ACCID5922,463868,455327,-1.027398,53.990067,3,2,8,02/07/2017
ACCID5923,459797,453742,-1.089789,53.97631,3,2,1,03/07/2017
ACCID5924,458891,458681,-1.102647,54.020797,3,1,1,03/07/2017
ACCID5925,457613,454932,-1.122859,53.987251,3,3,1,09/07/2017
ACCID5926,462275,450723,-1.052628,53.948888,3,3,1,13/07/2017
ACCID5927,463860,455306,-1.027524,53.989879,3,2,1,12/07/2017
ACCID5928,460939,456062,-1.071917,53.997025,3,2,1,14/07/2017
ACCID5929,461969,456928,-1.056031,54.004685,3,2,3,14/07/2017
ACCID5930,457757,450900,-1.121425,53.951001,3,2,1,11/07/2017
ACCID5931,466266,457909,-0.99027,54.012968,3,1,1,14/07/2017
ACCID5932,452475,454201,-1.201333,53.981228,3,2,1,15/07/2017
ACCID5933,463994,455315,-1.025479,53.989944,3,2,2,15/07/2017
ACCID5934,456823,450256,-1.135775,53.945317,3,2,1,13/07/2017
ACCID5935,460780,457056,-1.074144,54.005976,3,2,1,17/07/2017
ACCID5936,466273,457905,-0.990164,54.012931,3,2,1,17/07/2017
ACCID5937,456646,447442,-1.13899,53.920048,3,2,1,17/07/2017
ACCID5938,462488,451773,-1.049169,53.958298,3,2,1,18/07/2017
ACCID5939,461019,451823,-1.071544,53.958923,3,2,1,20/07/2017
ACCID5940,458546,454999,-1.108619,53.987749,3,1,1,22/07/2017
ACCID5941,461268,452685,-1.067577,53.96664,3,2,2,23/07/2017
ACCID5942,460854,452117,-1.073999,53.961584,3,2,1,17/07/2017
ACCID5943,459310,453734,-1.097215,53.976294,3,3,1,18/07/2017
ACCID5944,459616,453940,-1.09251,53.97811,3,2,1,24/07/2017
ACCID5945,463281,459852,-1.03541,54.030802,2,1,2,25/07/2017
ACCID5946,460865,449972,-1.074258,53.942307,3,2,1,26/07/2017
ACCID5947,458061,452242,-1.116539,53.963027,2,1,2,28/07/2017
ACCID5948,456840,451639,-1.135259,53.957744,3,4,1,29/07/2017
ACCID5949,462517,454254,-1.04822,53.98059,3,1,1,30/07/2017
ACCID5950,460877,453098,-1.073454,53.970397,3,1,1,31/07/2017
ACCID5951,462923,459971,-1.04085,54.031915,2,3,2,03/08/2017
ACCID5952,456548,446536,-1.140649,53.911917,3,2,1,04/08/2017
ACCID5953,464418,454053,-1.01928,53.978551,2,4,5,04/08/2017
ACCID5954,459331,453042,-1.09703,53.970073,3,2,1,05/08/2017
ACCID5955,467485,452599,-0.972844,53.965095,3,2,1,06/08/2017
ACCID5956,465120,451633,-1.009093,53.956717,3,2,1,07/08/2017
ACCID5957,459381,458409,-1.095222,54.018297,3,2,1,09/08/2017
ACCID5958,465523,457335,-1.001729,54.007905,3,2,2,09/08/2017
ACCID5959,461009,451894,-1.071682,53.959562,3,2,1,08/08/2017
ACCID5960,462615,450576,-1.047478,53.947526,3,2,1,11/08/2017
ACCID5961,461444,452764,-1.064878,53.967329,2,2,1,12/08/2017
ACCID5962,460862,452115,-1.073878,53.961565,3,2,1,12/08/2017
ACCID5963,455907,447468,-1.150236,53.920362,2,1,1,14/08/2017
ACCID5964,456833,451575,-1.135377,53.957169,3,2,2,13/08/2017
ACCID5965,457847,447870,-1.120625,53.923762,3,4,1,14/08/2017
ACCID5966,462025,453544,-1.055865,53.974269,3,2,1,14/08/2017
ACCID5967,461367,452209,-1.066163,53.96235,3,2,1,15/08/2017
ACCID5968,460230,452152,-1.083502,53.961971,3,3,2,15/08/2017
ACCID5969,461273,452683,-1.067501,53.966621,3,3,3,15/08/2017
ACCID5970,460746,458527,-1.074369,54.019199,3,2,1,16/08/2017
ACCID5971,462023,449968,-1.05662,53.942134,3,2,1,16/08/2017
ACCID5972,460136,451945,-1.084975,53.960122,3,1,1,12/08/2017
ACCID5973,461618,453951,-1.061987,53.977975,3,2,1,17/08/2017
ACCID5974,462564,454825,-1.047386,53.985715,3,1,1,20/08/2017
ACCID5975,460860,453522,-1.073628,53.974209,3,1,1,21/08/2017
ACCID5976,461431,447933,-1.066045,53.923917,3,2,1,22/08/2017
ACCID5977,459904,451839,-1.088531,53.959196,3,1,1,15/08/2017
ACCID5978,460611,458234,-1.076488,54.016582,3,2,1,23/08/2017
ACCID5979,461845,451529,-1.059016,53.956183,3,2,1,26/08/2017
ACCID5980,459657,451646,-1.092333,53.95749,3,2,1,01/10/2017
ACCID5981,457417,451386,-1.126514,53.955407,3,2,1,27/08/2017
ACCID5982,459720,455908,-1.090539,53.995783,3,1,1,28/08/2017
ACCID5983,459883,452452,-1.088731,53.964707,3,2,2,29/08/2017
ACCID5984,464926,451653,-1.012045,53.956921,3,1,1,30/08/2017
ACCID5985,462085,451264,-1.055413,53.953773,3,2,1,02/09/2017
ACCID5986,458596,454946,-1.107867,53.987267,2,1,4,03/09/2017
ACCID5987,458245,449819,-1.114196,53.941232,3,2,1,03/09/2017
ACCID5988,457683,450233,-1.122678,53.945016,3,2,1,04/09/2017
ACCID5989,461415,456816,-1.064505,54.003744,3,2,1,05/09/2017
ACCID5990,458658,449558,-1.107955,53.93884,3,2,1,05/09/2017
ACCID5991,460783,451200,-1.075263,53.953352,3,1,1,09/09/2017
ACCID5992,462211,452219,-1.053299,53.96234,3,2,1,08/09/2017
ACCID5993,460666,451477,-1.076991,53.955855,3,2,1,11/09/2017
ACCID5994,459660,451650,-1.092286,53.957526,3,2,1,24/08/2017
ACCID5995,461611,452862,-1.062313,53.968189,3,2,1,14/09/2017
ACCID5996,459604,450779,-1.093309,53.949705,3,1,1,15/09/2017
ACCID5997,456839,451620,-1.135278,53.957573,3,2,1,12/09/2017
ACCID5998,460377,451513,-1.081388,53.956212,3,1,1,16/09/2017
ACCID5999,461200,451361,-1.068878,53.954749,3,2,1,16/09/2017
ACCID6000,460917,449529,-1.073554,53.93832,3,2,1,11/09/2017
ACCID6001,460892,450171,-1.073807,53.944092,3,2,1,13/09/2017
ACCID6002,460759,452424,-1.075386,53.964354,3,5,2,18/09/2017
ACCID6003,457584,454906,-1.123306,53.987021,3,2,1,18/09/2017
ACCID6004,461250,451815,-1.068025,53.958823,3,2,1,19/09/2017
ACCID6005,459561,451260,-1.093871,53.954033,3,2,1,19/09/2017
ACCID6006,462503,451745,-1.048946,53.958045,3,2,1,21/09/2017
ACCID6007,468548,445036,-0.958336,53.896994,2,2,1,22/09/2017
ACCID6008,460934,449453,-1.07331,53.937635,2,2,1,29/09/2017
ACCID6009,460625,451819,-1.077548,53.958933,3,2,1,26/08/2017
ACCID6010,459689,451733,-1.091828,53.958269,3,2,1,23/09/2017
ACCID6011,461800,453050,-1.059395,53.969856,3,2,1,22/09/2017
ACCID6012,460495,451350,-1.079622,53.954733,3,2,1,14/09/2017
ACCID6013,458585,451418,-1.108711,53.955564,3,1,1,25/09/2017
ACCID6014,461015,451841,-1.071601,53.959085,3,2,1,24/09/2017
ACCID6015,460375,451918,-1.081338,53.959852,3,1,1,26/09/2017
ACCID6016,460403,451490,-1.080996,53.956002,3,2,1,26/09/2017
ACCID6017,459747,452575,-1.09078,53.965828,3,2,1,27/09/2017
ACCID6018,461652,452905,-1.06168,53.968571,3,2,1,27/09/2017
ACCID6019,461566,452576,-1.063057,53.965625,3,2,1,28/09/2017
ACCID6020,461385,452132,-1.065904,53.961656,2,2,1,28/09/2017
ACCID6021,460625,458234,-1.076274,54.01658,3,2,1,29/10/2017
ACCID6022,461666,453479,-1.06135,53.973727,3,1,1,30/09/2017
ACCID6023,463372,451340,-1.035788,53.9543,2,2,1,02/10/2017
ACCID6024,454278,451317,-1.174355,53.955124,3,2,2,02/10/2017
ACCID6025,457677,447836,-1.12322,53.923475,3,2,1,03/10/2017
ACCID6026,459593,448307,-1.093957,53.927492,3,1,1,04/10/2017
ACCID6027,458528,449766,-1.109895,53.940724,3,1,2,06/10/2017
ACCID6028,459762,451483,-1.090765,53.956014,2,1,1,06/10/2017
ACCID6029,460962,452545,-1.072268,53.965417,3,2,2,26/09/2017
ACCID6030,460360,452056,-1.08154,53.961094,3,1,1,07/10/2017
ACCID6031,465362,451935,-1.005341,53.9594,3,2,1,07/10/2017
ACCID6032,461838,451286,-1.059172,53.954,2,2,1,10/10/2017
ACCID6033,465903,456355,-0.996144,53.99905,2,2,4,11/10/2017
ACCID6034,456594,450849,-1.139153,53.950671,3,1,1,11/10/2017
ACCID6035,458751,455544,-1.105388,53.992623,3,3,2,11/10/2017
ACCID6036,457863,451481,-1.119701,53.956211,3,2,1,11/10/2017
ACCID6037,459690,451741,-1.091811,53.95834,3,2,1,01/10/2017
ACCID6038,463025,452046,-1.04093,53.960687,2,2,1,12/10/2017
ACCID6039,461812,451315,-1.059562,53.954264,3,2,1,13/10/2017
ACCID6040,460105,452270,-1.085384,53.963046,3,1,1,04/10/2017
ACCID6041,457528,454874,-1.124166,53.98674,2,2,1,17/10/2017
ACCID6042,457953,451093,-1.118403,53.952714,3,2,1,11/10/2017
ACCID6043,462334,452000,-1.051469,53.960357,3,2,1,18/10/2017
ACCID6044,456585,453778,-1.138749,53.976994,3,2,1,19/10/2017
ACCID6045,455750,451488,-1.151896,53.956505,3,1,1,19/10/2017
ACCID6046,460187,452138,-1.08416,53.961851,3,2,1,19/10/2017
ACCID6047,461795,454876,-1.059101,53.986266,3,2,1,20/10/2017
ACCID6048,461727,451324,-1.060856,53.954355,3,1,1,21/10/2017
ACCID6049,460673,452195,-1.076742,53.962306,3,2,1,22/10/2017
ACCID6050,466273,457895,-0.990166,54.012841,3,2,1,16/10/2017
ACCID6051,458007,449016,-1.117973,53.934043,3,1,1,25/10/2017
ACCID6052,456322,453361,-1.142835,53.973275,3,3,1,26/10/2017
ACCID6053,461183,452830,-1.068843,53.967953,3,2,1,26/10/2017
ACCID6054,460872,450137,-1.074119,53.943789,3,2,1,27/10/2017
ACCID6055,460481,451354,-1.079834,53.954771,3,2,1,19/10/2017
ACCID6056,460035,451636,-1.086575,53.957357,3,2,1,27/10/2017
ACCID6057,461031,451795,-1.071366,53.95867,2,2,1,27/10/2017
ACCID6058,461950,451996,-1.057322,53.960367,3,2,1,28/10/2017
ACCID6059,461190,449102,-1.069481,53.93445,3,2,1,22/10/2017
ACCID6060,464110,455440,-1.023684,53.991053,3,1,1,29/10/2017
ACCID6061,457879,449529,-1.119825,53.938667,2,2,1,31/10/2017
ACCID6062,457689,454807,-1.121724,53.98612,3,2,1,31/10/2017
ACCID6063,460983,452545,-1.071948,53.965415,3,2,1,01/11/2017
ACCID6064,462579,451567,-1.047824,53.956436,3,1,1,03/11/2017
ACCID6065,452343,452056,-1.203713,53.961964,3,2,1,08/11/2017
ACCID6066,455307,447301,-1.159401,53.918925,3,4,1,08/11/2017
ACCID6067,459300,450917,-1.097914,53.95098,3,2,1,08/11/2017
ACCID6068,458698,449635,-1.107331,53.939528,3,2,1,09/11/2017
ACCID6069,458517,451416,-1.109748,53.955553,3,2,1,10/11/2017
ACCID6070,461151,454972,-1.068902,53.987205,3,2,1,10/11/2017
ACCID6071,460028,451642,-1.08668,53.957412,3,1,1,12/11/2017
ACCID6072,460109,451716,-1.085432,53.958067,3,2,1,10/11/2017
ACCID6073,460293,452702,-1.082433,53.966907,3,1,1,10/11/2017
ACCID6074,457604,451180,-1.123704,53.953535,3,2,1,13/11/2017
ACCID6075,463150,450672,-1.039309,53.948324,3,1,1,10/11/2017
ACCID6076,462081,452327,-1.055258,53.963326,3,3,3,14/11/2017
ACCID6077,464909,451771,-1.012279,53.957983,3,1,2,09/11/2017
ACCID6078,460802,458218,-1.073576,54.016416,3,1,1,16/11/2017
ACCID6079,461174,454550,-1.068636,53.98341,3,2,2,16/11/2017
ACCID6080,456278,453309,-1.143515,53.972813,3,2,1,09/11/2017
ACCID6081,460328,453058,-1.08183,53.970102,3,2,1,17/11/2017
ACCID6082,453044,451274,-1.193165,53.954866,3,2,1,17/11/2017
ACCID6083,465008,451574,-1.010812,53.9562,3,1,1,17/11/2017
ACCID6084,459910,451308,-1.088544,53.954424,3,2,1,18/11/2017
ACCID6085,460473,451939,-1.079841,53.960029,3,1,1,17/11/2017
ACCID6086,460103,452267,-1.085415,53.96302,3,1,1,19/11/2017
ACCID6087,460484,448299,-1.080391,53.927317,3,2,1,19/11/2017
ACCID6088,460437,451729,-1.080431,53.958146,3,1,1,18/11/2017
ACCID6089,457760,450904,-1.121379,53.951037,3,2,1,22/11/2017
ACCID6090,461823,452596,-1.059136,53.965774,3,2,1,24/11/2017
ACCID6091,461166,455042,-1.068659,53.987832,3,1,1,24/11/2017
ACCID6092,460543,453023,-1.078559,53.969762,3,3,1,27/11/2017
ACCID6093,460041,452017,-1.086409,53.96078,3,1,1,23/11/2017
ACCID6094,459113,452847,-1.10039,53.968345,3,1,1,05/12/2017
ACCID6095,461948,451997,-1.057352,53.960376,3,2,1,30/11/2017
ACCID6096,460433,451973,-1.080444,53.960339,3,1,1,30/11/2017
ACCID6097,460455,451762,-1.08015,53.95844,3,1,1,28/11/2017
ACCID6098,459793,451385,-1.090311,53.955129,3,2,1,02/12/2017
ACCID6099,460537,453021,-1.078651,53.969745,3,2,1,03/12/2017
